source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[Row]
PRM_20251204_MarthaReselection_Plate_4_H4	H	4	MRTH	88	RH4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H4	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 88	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H4.RAW	PRM_20251204_MarthaReselection_Plate_4_H4.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H5	H	5	MRTH	89	RH5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H5	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 89	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H5.RAW	PRM_20251204_MarthaReselection_Plate_4_H5.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H6	H	6	MRTH	90	RH6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H6	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 90	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H6.RAW	PRM_20251204_MarthaReselection_Plate_4_H6.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H7	H	7	MRTH	91	RH7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H7	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 91	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H7.RAW	PRM_20251204_MarthaReselection_Plate_4_H7.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H8	H	8	MRTH	92	RH8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H8	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 92	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H8.RAW	PRM_20251204_MarthaReselection_Plate_4_H8.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H9	H	9	MRTH	93	RH9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H9	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 93	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H9.RAW	PRM_20251204_MarthaReselection_Plate_4_H9.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H10	H	10	MRTH	94	RH10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H10	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 94	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H10.RAW	PRM_20251204_MarthaReselection_Plate_4_H10.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H11	H	11	MRTH	95	RH11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H11	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 95	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H11.RAW	PRM_20251204_MarthaReselection_Plate_4_H11.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251204_MarthaReselection_Plate_4_H12	H	12	Pool	96	RH12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251204_MarthaReselection_Plate_4_H12	Homo sapiens	Plasma	Plate_4	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 96	proteomics profiling by mass spectrometry	PRM_20251204_MarthaReselection_Plate_4_H12.RAW	PRM_20251204_MarthaReselection_Plate_4_H12.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	H
PRM_20251207_MarthaReselection_Plate_5_A1	A	1	MRTH	1	RA1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A1	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 1	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A1.RAW	PRM_20251207_MarthaReselection_Plate_5_A1.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A2	A	2	MRTH	2	RA2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A2	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 2	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A2.RAW	PRM_20251207_MarthaReselection_Plate_5_A2.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A3	A	3	MRTH	3	RA3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A3	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 3	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A3.RAW	PRM_20251207_MarthaReselection_Plate_5_A3.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A4	A	4	MRTH	4	RA4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A4	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 4	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A4.RAW	PRM_20251207_MarthaReselection_Plate_5_A4.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A5	A	5	MRTH	5	RA5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A5	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 5	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A5.RAW	PRM_20251207_MarthaReselection_Plate_5_A5.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A6	A	6	MRTH	6	RA6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A6	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 6	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A6.RAW	PRM_20251207_MarthaReselection_Plate_5_A6.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A7	A	7	MRTH	7	RA7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A7	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 7	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A7.RAW	PRM_20251207_MarthaReselection_Plate_5_A7.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A8	A	8	MRTH	8	RA8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A8	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 8	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A8.RAW	PRM_20251207_MarthaReselection_Plate_5_A8.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A9	A	9	MRTH	9	RA9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A9	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 9	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A9.RAW	PRM_20251207_MarthaReselection_Plate_5_A9.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A10	A	10	MRTH	10	RA10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A10	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 10	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A10.RAW	PRM_20251207_MarthaReselection_Plate_5_A10.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A11	A	11	MRTH	11	RA11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A11	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 11	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A11.RAW	PRM_20251207_MarthaReselection_Plate_5_A11.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_A12	A	12	MRTH	12	RA12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_A12	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 12	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_A12.RAW	PRM_20251207_MarthaReselection_Plate_5_A12.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	A
PRM_20251207_MarthaReselection_Plate_5_B1	B	1	MRTH	13	RB1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B1	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 13	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B1.RAW	PRM_20251207_MarthaReselection_Plate_5_B1.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B2	B	2	MRTH	14	RB2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B2	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 14	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B2.RAW	PRM_20251207_MarthaReselection_Plate_5_B2.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B3	B	3	MRTH	15	RB3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B3	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 15	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B3.RAW	PRM_20251207_MarthaReselection_Plate_5_B3.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B4	B	4	MRTH	16	RB4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B4	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 16	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B4.RAW	PRM_20251207_MarthaReselection_Plate_5_B4.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B5	B	5	MRTH	17	RB5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B5	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 17	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B5.RAW	PRM_20251207_MarthaReselection_Plate_5_B5.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B6	B	6	MRTH	18	RB6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B6	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 18	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B6.RAW	PRM_20251207_MarthaReselection_Plate_5_B6.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B7	B	7	MRTH	19	RB7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B7	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 19	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B7.RAW	PRM_20251207_MarthaReselection_Plate_5_B7.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B8	B	8	MRTH	20	RB8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B8	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 20	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B8.RAW	PRM_20251207_MarthaReselection_Plate_5_B8.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
PRM_20251207_MarthaReselection_Plate_5_B9	B	9	MRTH	21	RB9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251207_MarthaReselection_Plate_5_B9	Homo sapiens	Plasma	Plate_5	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 21	proteomics profiling by mass spectrometry	PRM_20251207_MarthaReselection_Plate_5_B9.RAW	PRM_20251207_MarthaReselection_Plate_5_B9.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	B
