source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ProteomeEdge]	factor value[Sample]
PRM_20260312_Project_ALS_Plate5_A9	A	9	ALS_samples	9	RA9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_A9	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 393	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_A9.raw	PRM_20260312_Project_ALS_Plate5_A9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_A10	A	10	AD_4	10	RA10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_A10	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 394	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_A10.raw	PRM_20260312_Project_ALS_Plate5_A10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_A11	A	11	AD_4	11	RA11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_A11	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 395	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_A11.raw	PRM_20260312_Project_ALS_Plate5_A11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_A12	A	12	Control	12	RA12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_A12	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 396	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_A12.raw	PRM_20260312_Project_ALS_Plate5_A12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_B1	B	1	ALS_samples	13	RB1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B1	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 397	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B1.raw	PRM_20260312_Project_ALS_Plate5_B1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_B2	B	2	Control	14	RB2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B2	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 398	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B2.raw	PRM_20260312_Project_ALS_Plate5_B2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_B3	B	3	ALS_samples	15	RB3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B3	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 399	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B3.raw	PRM_20260312_Project_ALS_Plate5_B3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_B4	B	4	ALS_samples	16	RB4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B4	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 400	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B4.raw	PRM_20260312_Project_ALS_Plate5_B4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_B5	B	5	ALS_samples	17	RB5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B5	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 401	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B5.raw	PRM_20260312_Project_ALS_Plate5_B5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_B6	B	6	ALS_samples	18	RB6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B6	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 402	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B6.raw	PRM_20260312_Project_ALS_Plate5_B6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_B7	B	7	Control	19	RB7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B7	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 403	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B7.raw	PRM_20260312_Project_ALS_Plate5_B7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_B8	B	8	Control	20	RB8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B8	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 404	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B8.raw	PRM_20260312_Project_ALS_Plate5_B8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_B9	B	9	ALS_samples	21	RB9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B9	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 405	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B9.raw	PRM_20260312_Project_ALS_Plate5_B9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_B10	B	10	Control	22	RB10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B10	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 406	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B10.raw	PRM_20260312_Project_ALS_Plate5_B10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_B11	B	11	AD_4	23	RB11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B11	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 407	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B11.raw	PRM_20260312_Project_ALS_Plate5_B11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_B12	B	12	Control	24	RB12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_B12	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 408	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_B12.raw	PRM_20260312_Project_ALS_Plate5_B12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_C1	C	1	ALS_samples	25	RC1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C1	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 409	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C1.raw	PRM_20260312_Project_ALS_Plate5_C1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C2	C	2	ALS_samples	26	RC2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C2	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 410	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C2.raw	PRM_20260312_Project_ALS_Plate5_C2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C3	C	3	ALS_samples	27	RC3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C3	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 411	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C3.raw	PRM_20260312_Project_ALS_Plate5_C3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C4	C	4	ALS_samples	28	RC4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C4	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 412	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C4.raw	PRM_20260312_Project_ALS_Plate5_C4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C5	C	5	ALS_samples	29	RC5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C5	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 413	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C5.raw	PRM_20260312_Project_ALS_Plate5_C5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C6	C	6	ALS_samples	30	RC6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C6	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 414	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C6.raw	PRM_20260312_Project_ALS_Plate5_C6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C7	C	7	ALS_samples	31	RC7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C7	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 415	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C7.raw	PRM_20260312_Project_ALS_Plate5_C7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C8	C	8	ALS_samples	32	RC8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C8	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 416	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C8.raw	PRM_20260312_Project_ALS_Plate5_C8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C9	C	9	ALS_samples	33	RC9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C9	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 417	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C9.raw	PRM_20260312_Project_ALS_Plate5_C9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_C10	C	10	AD_4	34	RC10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C10	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 418	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C10.raw	PRM_20260312_Project_ALS_Plate5_C10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_C11	C	11	AD_4	35	RC11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C11	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 419	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C11.raw	PRM_20260312_Project_ALS_Plate5_C11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_C12	C	12	Control	36	RC12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_C12	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 420	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_C12.raw	PRM_20260312_Project_ALS_Plate5_C12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_D1	D	1	ALS_samples	37	RD1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D1	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 421	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D1.raw	PRM_20260312_Project_ALS_Plate5_D1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D2	D	2	ALS_samples	38	RD2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D2	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 422	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D2.raw	PRM_20260312_Project_ALS_Plate5_D2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
